f1,Pop1,Pop2,25,2.2870000000000004
f1,Pop1,Pop2,22,2.303
f1,Pop1,Pop2,24,2.297
f1,Pop1,Pop2,27,2.306
f1,Pop1,Pop2,23,2.31
f1,Pop1,Pop2,21,2.311
f1,Pop1,Pop2,28,2.3140000000000005
f1,Pop1,Pop2,26,2.3200000000000003
f1,Pop1,Pop2,40,2.1750000000000007
f1,Pop1,Pop2,38,2.024000000000001
f1,Pop1,Pop2,29,2.2669999999999995
f1,Pop1,Pop2,34,2.187000000000001
f1,Pop1,Pop2,30,2.279
f1,Pop1,Pop2,33,2.280999999999999
f1,Pop1,Pop2,37,2.301
f1,Pop1,Pop2,39,2.4480000000000004
f1,Pop1,Pop2,35,2.317
f1,Pop1,Pop2,31,2.3249999999999993
f1,Pop1,Pop2,32,2.319000000000001
f1,Pop1,Pop2,36,2.301
f1,Pop1,Pop14,25,2.276
f1,Pop1,Pop14,21,2.295
f1,Pop1,Pop14,22,2.3019999999999996
f1,Pop1,Pop14,27,2.285
f1,Pop1,Pop14,26,2.294
f1,Pop1,Pop14,24,2.2960000000000003
f1,Pop1,Pop14,23,2.3040000000000003
f1,Pop1,Pop14,28,2.295
f1,Pop1,Pop14,32,2.218
f1,Pop1,Pop14,29,2.3040000000000003
f1,Pop1,Pop14,30,2.2809999999999997
f1,Pop1,Pop14,37,2.287
f1,Pop1,Pop14,38,2.0469999999999997
f1,Pop1,Pop14,34,2.205
f1,Pop1,Pop14,35,2.285
f1,Pop1,Pop14,36,2.271
f1,Pop1,Pop14,39,2.392
f1,Pop1,Pop14,40,2.171
f1,Pop1,Pop14,33,2.2749999999999995
f1,Pop2,Pop14,22,2.2640000000000002
f1,Pop2,Pop14,21,2.29
f1,Pop2,Pop14,25,2.293
f1,Pop2,Pop14,24,2.275
f1,Pop2,Pop14,23,2.2700000000000005
f1,Pop1,Pop14,31,2.3040000000000003
f1,Pop2,Pop14,26,2.2560000000000002
f1,Pop2,Pop14,27,2.293
f1,Pop2,Pop14,28,2.292
f1,Pop2,Pop14,29,2.2940000000000005
f1,Pop2,Pop14,37,2.2909999999999995
f1,Pop2,Pop14,35,2.29
f1,Pop2,Pop14,30,2.2989999999999995
f1,Pop2,Pop14,36,2.269
f1,Pop2,Pop14,38,1.999
f1,Pop2,Pop14,34,2.194
f1,Pop2,Pop14,40,2.1310000000000002
f1,Pop2,Pop14,39,2.1270000000000002
f1,Pop2,Pop1,22,2.2889999999999997
f1,Pop2,Pop1,21,2.2880000000000003
f1,Pop2,Pop1,23,2.273
f1,Pop2,Pop1,25,2.2649999999999997
f1,Pop2,Pop1,24,2.2880000000000003
f1,Pop2,Pop14,32,4.432
f1,Pop2,Pop14,33,2.285
f1,Pop2,Pop1,26,2.286
f1,Pop2,Pop1,27,2.286
f1,Pop2,Pop1,28,2.27
f1,Pop2,Pop14,31,2.295
f1,Pop1,Pop2,54,2.2809999999999997
f1,Pop1,Pop2,55,2.0130000000000003
